day, hour, 1.0, 3.0, 24.0, 38.0, 48.0, 54.0, 55.0, 72.0, 93.0, 95.0, 108.0, 112.0, 142.0, 144.0, 146.0, 150.0, 151.0, 185.0, 140.0, 191.0, 3014.0, 3010.0, 3006.0, 3007.0, 3016.0, 3015.0, 3013.0, 
0, 6.0, 0,63,30,275,90,122,104,0,0,63,0,0,0,0,13,0,0,0,0,144,0,0,0,0,0,0,0,
0, 7.0, 50,38,34,167,163,59,54,0,0,38,0,0,0,81,0,121,0,17,0,75,0,0,0,0,0,0,0,
0, 8.0, 50,44,46,229,0,50,188,0,0,40,54,0,0,0,0,183,0,46,0,0,0,0,0,0,0,0,0,
0, 9.0, 44,31,88,154,0,0,169,6,0,34,75,0,46,0,0,133,0,15,0,0,0,0,0,0,0,0,0,
0, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0, 16.0, 63,83,35,242,0,0,88,0,0,75,238,0,0,0,0,0,106,50,0,0,0,0,0,0,0,0,0,
0, 17.0, 79,425,83,367,106,0,163,0,325,156,413,0,0,106,0,0,300,100,0,0,0,0,0,0,0,0,0,
0, 18.0, 117,306,183,446,256,406,438,0,206,158,563,0,0,144,0,167,200,263,0,0,0,0,0,0,0,0,0,
0, 19.0, 121,144,115,363,303,775,406,0,194,68,538,0,0,0,0,246,175,163,244,0,0,0,0,0,0,0,0,
0, 20.0, 56,135,94,488,107,1063,129,0,154,79,175,0,25,0,0,238,148,84,169,60,0,0,0,0,0,0,0,
0, 21.0, 21,35,27,192,39,350,50,13,33,28,71,0,0,58,8,88,29,33,50,25,0,0,0,0,0,0,0,
1, 6.0, 0,83,39,250,108,159,138,0,0,75,0,0,0,0,13,0,0,0,0,119,0,0,0,0,0,0,0,
1, 7.0, 58,42,36,133,150,81,77,0,0,46,0,0,0,113,0,142,0,21,0,92,0,0,0,0,0,0,0,
1, 8.0, 50,71,50,208,0,77,194,0,0,45,79,0,0,0,0,158,0,50,0,0,0,0,0,0,0,0,0,
1, 9.0, 56,40,125,167,0,0,125,6,0,47,119,0,46,0,0,138,0,21,0,0,0,0,0,0,0,0,0,
1, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1, 16.0, 67,108,43,250,0,0,100,0,0,88,213,0,0,0,0,0,150,56,0,0,0,0,0,0,0,0,0,
1, 17.0, 96,175,117,283,150,0,188,0,250,125,213,0,0,144,0,0,238,100,0,0,0,0,0,0,0,0,0,
1, 18.0, 154,188,163,379,194,300,244,0,238,179,338,0,0,144,0,217,197,238,0,0,0,0,0,0,0,0,0,
1, 19.0, 117,172,135,358,228,413,275,0,206,102,300,0,0,0,0,229,181,131,250,0,0,0,0,0,0,0,0,
1, 20.0, 69,148,115,358,153,450,169,0,154,96,188,0,25,0,0,190,146,122,206,75,0,0,0,0,0,0,0,
1, 21.0, 31,46,42,125,47,175,63,13,38,33,83,0,0,83,8,108,42,35,66,25,0,0,0,0,0,0,0,
2, 6.0, 0,102,45,204,129,144,131,0,0,85,0,0,0,0,13,0,0,0,0,131,0,0,0,0,0,0,0,
2, 7.0, 58,44,45,129,138,97,92,0,0,63,0,0,0,100,0,125,0,21,0,100,0,0,0,0,0,0,0,
2, 8.0, 71,77,55,163,0,96,163,0,0,50,108,0,0,0,0,150,0,67,0,0,0,0,0,0,0,0,0,
2, 9.0, 69,46,119,150,0,0,138,13,0,50,125,0,67,0,0,129,0,21,0,0,0,0,0,0,0,0,0,
2, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2, 16.0, 75,113,57,196,0,0,128,0,0,100,200,0,0,0,0,0,144,63,0,0,0,0,0,0,0,0,0,
2, 17.0, 117,200,138,246,152,0,192,0,150,119,250,0,0,163,0,0,150,113,0,0,0,0,0,0,0,0,0,
2, 18.0, 158,188,158,275,247,231,294,0,181,142,288,0,0,175,0,188,144,200,0,0,0,0,0,0,0,0,0,
2, 19.0, 125,141,120,267,209,675,244,0,206,120,325,0,0,0,0,183,200,125,206,0,0,0,0,0,0,0,0,
2, 20.0, 94,129,131,263,138,375,154,0,167,119,188,0,29,0,0,195,135,116,181,100,0,0,0,0,0,0,0,
2, 21.0, 35,52,48,146,54,200,67,13,46,35,92,0,0,92,8,120,58,35,75,29,0,0,0,0,0,0,0,
3, 6.0, 0,108,48,183,119,134,133,0,0,94,0,0,0,0,15,0,0,0,0,119,0,0,0,0,0,0,0,
3, 7.0, 63,46,48,129,131,113,104,0,0,75,0,0,0,100,0,125,0,21,0,113,0,0,0,0,0,0,0,
3, 8.0, 71,85,57,158,0,110,138,0,0,50,113,0,0,0,0,150,0,67,0,0,0,0,0,0,0,0,0,
3, 9.0, 75,54,144,146,0,0,131,19,0,53,125,0,71,0,0,146,0,23,0,0,0,0,0,0,0,0,0,
3, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3, 16.0, 96,108,63,179,0,0,128,0,0,113,175,0,0,0,0,0,138,69,0,0,0,0,0,0,0,0,0,
3, 17.0, 138,313,146,229,146,0,163,0,225,138,163,0,0,150,0,0,175,106,0,0,0,0,0,0,0,0,0,
3, 18.0, 129,206,150,267,197,275,206,0,225,125,325,0,0,131,0,217,175,188,0,0,0,0,0,0,0,0,0,
3, 19.0, 121,141,138,233,197,300,256,0,188,115,213,0,0,0,0,192,153,150,194,0,0,0,0,0,0,0,0,
3, 20.0, 113,144,133,250,142,450,144,0,175,115,154,0,33,0,0,158,144,122,181,118,0,0,0,0,0,0,0,
3, 21.0, 44,52,50,142,58,150,75,13,52,40,104,0,0,108,8,113,63,35,75,33,0,0,0,0,0,0,0,
4, 6.0, 0,115,52,158,133,138,121,0,0,110,0,0,0,0,18,0,0,0,0,125,0,0,0,0,0,0,0,
4, 7.0, 63,50,50,138,113,113,110,0,0,79,0,0,0,125,0,121,0,25,0,117,0,0,0,0,0,0,0,
4, 8.0, 75,92,61,158,0,115,125,0,0,55,125,0,0,0,0,121,0,83,0,0,0,0,0,0,0,0,0,
4, 9.0, 88,63,113,142,0,0,156,19,0,63,119,0,75,0,0,108,0,23,0,0,0,0,0,0,0,0,0,
4, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 16.0, 100,104,78,150,0,0,119,0,0,125,163,0,0,0,0,0,138,69,0,0,0,0,0,0,0,0,0,
4, 17.0, 117,163,121,246,150,0,163,0,150,119,288,0,0,131,0,0,225,125,0,0,0,0,0,0,0,0,0,
4, 18.0, 125,194,138,179,203,225,244,0,200,154,188,0,0,138,0,192,166,175,0,0,0,0,0,0,0,0,0,
4, 19.0, 138,141,118,213,191,338,275,0,156,123,263,0,0,0,0,188,156,131,175,0,0,0,0,0,0,0,0,
4, 20.0, 119,140,133,246,135,375,142,0,179,115,183,0,38,0,0,188,146,131,163,115,0,0,0,0,0,0,0,
4, 21.0, 44,56,54,121,58,150,85,13,56,40,108,0,0,113,8,115,75,35,75,42,0,0,0,0,0,0,0,
5, 6.0, 0,125,61,154,127,134,123,0,0,104,0,0,0,0,20,0,0,0,0,131,0,0,0,0,0,0,0,
5, 7.0, 71,56,50,117,138,113,110,0,0,79,0,0,0,119,0,133,0,27,0,121,0,0,0,0,0,0,0,
5, 8.0, 83,92,73,129,0,113,106,0,0,60,113,0,0,0,0,125,0,96,0,0,0,0,0,0,0,0,0,
5, 9.0, 106,65,125,138,0,0,131,19,0,69,113,0,79,0,0,125,0,25,0,0,0,0,0,0,0,0,0,
5, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5, 16.0, 104,108,90,133,0,0,122,0,0,106,163,0,0,0,0,0,131,81,0,0,0,0,0,0,0,0,0,
5, 17.0, 133,163,121,233,127,0,150,0,200,150,225,0,0,131,0,0,194,106,0,0,0,0,0,0,0,0,0,
5, 18.0, 125,181,167,242,200,219,169,0,150,121,213,0,0,144,0,175,163,175,0,0,0,0,0,0,0,0,0,
5, 19.0, 121,169,133,238,169,350,281,0,181,123,213,0,0,0,0,175,128,138,163,0,0,0,0,0,0,0,0,
5, 20.0, 131,138,140,258,132,475,142,0,183,115,154,0,38,0,0,153,138,116,181,113,0,0,0,0,0,0,0,
5, 21.0, 44,65,56,108,60,150,94,13,58,43,100,0,0,104,8,123,77,35,78,46,0,0,0,0,0,0,0,
6, 6.0, 0,119,70,192,121,134,115,0,0,104,0,0,0,0,20,0,0,0,0,113,0,0,0,0,0,0,0,
6, 7.0, 75,60,54,117,125,128,106,0,0,79,0,0,0,106,0,125,0,29,0,117,0,0,0,0,0,0,0,
6, 8.0, 88,98,75,125,0,108,131,0,0,63,121,0,0,0,0,121,0,96,0,0,0,0,0,0,0,0,0,
6, 9.0, 100,71,106,125,0,0,125,19,0,72,131,0,79,0,0,133,0,25,0,0,0,0,0,0,0,0,0,
6, 10.0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6, 16.0, 108,100,100,129,0,0,125,0,0,131,188,0,0,0,0,0,131,88,0,0,0,0,0,0,0,0,0,
6, 17.0, 121,175,129,183,156,0,142,0,225,138,200,0,0,125,0,0,200,131,0,0,0,0,0,0,0,0,0,
6, 18.0, 129,188,133,217,175,244,175,0,169,117,300,0,0,119,0,175,144,150,0,0,0,0,0,0,0,0,0,
6, 19.0, 125,141,138,175,169,363,213,0,200,125,225,0,0,0,0,158,172,125,175,0,0,0,0,0,0,0,0,
6, 20.0, 119,144,131,283,139,388,135,0,142,121,133,0,42,0,0,150,146,113,163,113,0,0,0,0,0,0,0,
6, 21.0, 44,71,65,117,64,113,98,13,63,45,108,0,0,108,8,110,85,35,81,48,0,0,0,0,0,0,0,
